token,count,files,category,registered,builtin_allowed,baseline_allowed,first_file,first_line,first_context
CD,6,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,23,/// Codex identifier for `D = q*S*CD`.
CHECK,6,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,218,const ID: &str = ids::DYNAMIC_BOUNDS_CHECK;
COMMAND,6,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,616,const ID: &str = ids::PI_LIGHT_COMMAND;
COUNT,6,4,uppercase_word_or_heading,false,false,false,nomenclature/README.md,141,"N in const generic       -> compile-time value, preferably replaced with SAMPLE_COUNT, ROWS, COLS, etc."
E/F,6,4,compound_registered_or_known,false,false,false,docs/deployment/stage5_agent_operating_rules.md,43,- Compare them against Session E/F and legacy BioSim/Orekit drafts before changing queue order.
EFFECTIVE,6,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-propulsion/src/lib.rs,25,pub const CODEX_ID_SPECIFIC_IMPULSE_FROM_EFFECTIVE_EXHAUST_VELOCITY: &str =
ELEMENT,6,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,164,const ID: &str = ids::ELEMENT_BALANCE_RESIDUAL;
ENERGY,6,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,29,"pub const CODEX_ID_SPECIFIC_ORBITAL_ENERGY: &str = ""astrodynamics.two_body.specific_orbital_energy"";"
EXHAUST,6,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-propulsion/src/lib.rs,25,pub const CODEX_ID_SPECIFIC_IMPULSE_FROM_EFFECTIVE_EXHAUST_VELOCITY: &str =
FFI,6,6,software_or_repo_infrastructure,false,true,false,docs/phase_0_001/final_microtasks_001_020_report.md,221,"- No native libraries, external simulators, wrappers, FFI, property databases, generated binaries, or foreign runtime dependencies are included."
GEO,6,3,registered,true,false,false,nomenclature/registry/acronyms.yaml,142,token: GEO
INTEGRATION,6,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,150,"const INTEGRATION_SOURCES: &[&str] = &[SOURCE_THINFILM_REPORT_2026, SOURCE_GARCIA_2021];"
IS,6,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,69,"pub const CODEX_ID_M00_IS_COLLINEAR: &str = ""formula_vault.m00.vector.is_collinear"";"
LEO,6,3,registered,true,false,false,nomenclature/registry/acronyms.yaml,76,token: LEO
MEO,6,3,registered,true,false,false,nomenclature/registry/acronyms.yaml,109,token: MEO
MIXTURE,6,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,223,const ID: &str = ids::MIXTURE_COMPONENT_RATE;
NITRATE,6,3,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,650,const ID: &str = ids::NITRATE_DILUTION_COMMAND;
NOM,6,5,software_or_repo_infrastructure,false,true,false,nomenclature/README.md,64,│   ├── NOM_PROPOSAL.md
NORM,6,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,52,"pub const CODEX_ID_M00_VECTOR_NORM: &str = ""formula_vault.m00.vector.norm"";"
NOZZLE,6,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-propulsion/src/lib.rs,36,pub const SOURCE_ID_PROPULSION_ROCKET_NOZZLE_BASICS: &str =
ORBIT,6,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,21,"pub const CODEX_ID_CIRCULAR_ORBIT_SPEED: &str = ""astrodynamics.two_body.circular_orbit_speed"";"
PROJECTION,6,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,60,"pub const CODEX_ID_M00_VECTOR_PROJECTION: &str = ""formula_vault.m00.vector.projection"";"
R/,6,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-thermo/src/lib.rs,25,/// Codex identifier for `cp = gamma*R/(gamma - 1)`.
RAD,6,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,303,const EXPANSION_ANGLE_ROUNDING_ALLOWANCE_RAD: f64 = 1.0e-14;
RECOVERY,6,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/lib.rs,63,pub const CODEX_ID_WATER_RECOVERY_BALANCE: &str =
ROCKET,6,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-propulsion/src/lib.rs,36,pub const SOURCE_ID_PROPULSION_ROCKET_NOZZLE_BASICS: &str =
SAMPLE,6,4,needs_registry_or_waiver,false,false,false,nomenclature/README.md,141,"N in const generic       -> compile-time value, preferably replaced with SAMPLE_COUNT, ROWS, COLS, etc."
SEQ-033,6,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,364,"PORT_STATUS_RELEASE_GATE.csv:row_0381,ch5::fg_series,foa_ch05_ast_fg_series,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch0"
SEQ-082,6,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,462,"PORT_STATUS_RELEASE_GATE.csv:row_1172,ac_coning_multi,ac_coning_multi,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_at"
SEQ-126,6,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,554,"PORT_STATUS_RELEASE_GATE.csv:row_1310,plot_groundtrack,plot_groundtrack,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/groundtrack_visibility.sci,ambiguous_source_or_contract,do_"
SEQ-129,6,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,383,"PORT_STATUS_RELEASE_GATE.csv:row_0996,j2_cartesian_rates,j2_cartesian_rates,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_sectio"
SEQ-171,6,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,498,"PORT_STATUS_RELEASE_GATE.csv:row_1242,rvd_rk4_step,rvd_rk4_step,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_v"
T010,6,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,121,### AC-P0.001-T010 — Robust scalar root-solver utilities
TANK,6,3,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,422,const ID: &str = ids::PBR_TANK_SERIES_RATE;
THICKNESS,6,3,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,220,const ID: &str = ids::BIOFILM_THICKNESS_RATE;
TOLERANCE,6,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,310,const OBLIQUE_SHOCK_RESIDUAL_TOLERANCE: f64 = 1.0e-13;
WATER,6,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/lib.rs,63,pub const CODEX_ID_WATER_RECOVERY_BALANCE: &str =
ZERO,6,4,needs_registry_or_waiver,false,false,false,crates/aero-codex-core/src/units.rs,13,pub const ZERO: Self = Self(0.0);
A/A,5,4,compound_registered_or_known,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,26,"/// Codex ID for the isentropic area-Mach relation, `A/A*`."
AOB,5,3,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,65,const ID: &str = ids::NITRIFICATION_AOB_STOICHIOMETRY;
ARC,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,75,pub const CODEX_ID_M00_VELOCITY_FROM_ARC_RATE: &str =
AXIAL,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-structures/src/lib.rs,21,"pub const CODEX_ID_AXIAL_STRESS: &str = ""structures.stress.axial"";"
BAC,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,66,pub const CODEX_ID_M00_VECTOR_TRIPLE_BAC_CAB: &str =
BUFFER,5,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/lib.rs,46,pub const CODEX_ID_BUFFER_RESIDENCE_TIME: &str =
CAB,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,66,pub const CODEX_ID_M00_VECTOR_TRIPLE_BAC_CAB: &str =
CATEGORIES,5,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,118,const ALLOWED_CARD_CATEGORIES: &[&str] = &[
CO,5,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,136,"3 & Integrated \MEL{} pilot plant: C3 + C4a + animal crew mock-up & Shows models functioning as life-support system engineering, not isolated culture productivity. It links nitrogen closure, oxygen production, carbon dioxide uptake, and ani"
COEFFICIENTS,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,35,pub const SOURCE_ID_AERODYNAMIC_COEFFICIENTS: &str =
COMPARTMENT,5,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,93,const ID: &str = ids::GENERIC_COMPARTMENT_DERIVATIVE;
CONSTANTS,5,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-constants/src/lib.rs,20,pub const SOURCE_ID_NIST_CODATA_PHYSICAL_CONSTANTS: &str =
CREW,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/lib.rs,49,pub const CODEX_ID_CREW_DAILY_REQUIREMENT: &str =
CROSS,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,54,"pub const CODEX_ID_M00_VECTOR_CROSS: &str = ""formula_vault.m00.vector.cross"";"
CYLINDRICAL,5,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,70,"ids::CYLINDRICAL_TWO_FLUX_IRRADIANCE_RATIO,"
DEG2RAD,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,46,"pub const CODEX_ID_M00_DEG2RAD: &str = ""formula_vault.m00.angle.deg2rad"";"
DISTANCE,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,78,"pub const CODEX_ID_M00_VECTOR_DISTANCE: &str = ""formula_vault.m00.vector.distance"";"
DOD,5,2,registered,true,false,false,nomenclature/registry/acronyms.yaml,1402,token: DOD
DOT,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,50,"pub const CODEX_ID_M00_VECTOR_DOT: &str = ""formula_vault.m00.vector.dot"";"
FACTOR,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,21,"pub const CODEX_ID_LEVEL_TURN_LOAD_FACTOR: &str = ""flight_dynamics.turn.load_factor_level_turn"";"
GENERIC,5,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,93,const ID: &str = ids::GENERIC_COMPARTMENT_DERIVATIVE;
III,5,3,needs_registry_or_waiver,false,false,false,citations/blss_thinfilm_refs.bib,103,"title = {Compartment {III}: The Nitrifying Compartment},"
JSONL,5,4,software_or_repo_infrastructure,false,true,false,docs/deployment/deploy_agent_prompt_nomenclature_policy_v0_002.md,12,- an AI-facing terminology JSONL index;
M1,5,2,chemical_formula_or_unit_symbol,false,false,false,archive/prompts/Pasted markdown.md,778,M1 just above 1 produces ratios near 1
MECHANICS,5,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-structures/src/lib.rs,36,pub const SOURCE_ID_STRUCTURES_BASIC_MECHANICS: &str =
MOLAR,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-thermo/src/lib.rs,32,pub const CODEX_ID_SPECIFIC_GAS_CONSTANT_FROM_MOLAR_MASS: &str =
MW,5,2,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,513,"/// `r_O2 = ((F_in - F_CO2) 0.2089 - F_out y_O2,out) / (V_m MW_O2 V_R)`."
NET,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/lib.rs,52,"pub const CODEX_ID_NET_DAILY_BALANCE: &str = ""life_support.bioregenerative.net_daily_balance"";"
NITRIFICATION,5,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,65,const ID: &str = ids::NITRIFICATION_AOB_STOICHIOMETRY;
PERFORMANCE,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,33,pub const SOURCE_ID_FLIGHT_DYNAMICS_BASIC_PERFORMANCE: &str =
PHYSICAL,5,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-constants/src/lib.rs,20,pub const SOURCE_ID_NIST_CODATA_PHYSICAL_CONSTANTS: &str =
RAD2DEG,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,48,"pub const CODEX_ID_M00_RAD2DEG: &str = ""formula_vault.m00.angle.rad2deg"";"
REQUIREMENT,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/lib.rs,49,pub const CODEX_ID_CREW_DAILY_REQUIREMENT: &str =
RESIDENCE,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/lib.rs,46,pub const CODEX_ID_BUFFER_RESIDENCE_TIME: &str =
SEQ-055,5,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,784,"PORT_STATUS_RELEASE_GATE.csv:row_0801,ch8_midcourse_plane_change_delta_v,foa_ch08_ast8_midcourse_plane_change_delta_v,source_scilab/ch8_noncoplanar/ast_ch8_noncoplanar.sci,orbit_two_body,medium_risk_requires_contract_review,mission design /"
SEQ-079,5,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,1150,"PORT_STATUS_RELEASE_GATE.csv:row_1167,ac_impulse_to_delta_omega_principal,ac_impulse_to_delta_omega_principal,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sec"
STOICHIOMETRY,5,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,65,const ID: &str = ids::NITRIFICATION_AOB_STOICHIOMETRY;
T002,5,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,49,### AC-P0.001-T002 — Constants and unit-source research pass
T004,5,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,67,### AC-P0.001-T004 — Gas-dynamics source review
T009,5,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,112,### AC-P0.001-T009 — Bio-regenerative life-support source review
THERMAL,5,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-heat-transfer/src/lib.rs,29,pub const CODEX_ID_THERMAL_RESISTANCE_CONDUCTION: &str =
TODO,5,1,needs_registry_or_waiver,false,false,false,nomenclature/templates/EQUATION_SYMBOL_TABLE.yaml,16,definition: TODO
TOKEN,5,2,needs_registry_or_waiver,false,false,false,nomenclature/templates/ACRONYM_PROPOSAL.md,9,token: <TOKEN>
TRL,5,3,registered,true,false,false,nomenclature/registry/acronyms.yaml,316,token: TRL
TRR,5,3,registered,true,false,false,nomenclature/registry/acronyms.yaml,284,token: TRR
UAB,5,3,needs_registry_or_waiver,false,false,false,data/thinfilm/source_verification.csv,4,"perez2005,Perez et al.,Dynamics and steady state operation of a nitrifying fixed bed biofilm reactor: Mathematical model based description,10.1016/j.procbio.2004.09.022,verified_against_uab_portal_and_references,""UAB portal and secondary in"
UNIT,5,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,56,"pub const CODEX_ID_M00_VECTOR_UNIT: &str = ""formula_vault.m00.vector.unit"";"
ACRONYM,4,4,needs_registry_or_waiver,false,false,false,nomenclature/ADOPTION_PLAN.md,51,Use `templates/ACRONYM_PROPOSAL.md` for any new acronym meaning or collision.
ACX-NOM-E011,4,3,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,44,- code: ACX-NOM-E011
ACX-NOM-E014,4,3,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,56,- code: ACX-NOM-E014
ALLOWANCE,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,260,const NORMAL_SHOCK_TOTAL_PRESSURE_ROUNDING_ALLOWANCE: f64 = 1.0e-12;
AQUASIM,4,2,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,253,The 2005 fixed-bed model is a major breakthrough because it was written for both steady-state and dynamic operation and explicitly for a BLSS nitrogen compartment \parencite[2359--2369]{perez2005}. The later UAB thesis exposes the model ana
AR,4,3,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,29,/// Codex identifier for `CD_i = CL^2/(pi*AR*e)`.
AU,4,1,chemical_formula_or_unit_symbol,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,755,"PORT_STATUS_RELEASE_GATE.csv:row_0772,ch8_planet_mean_motion_AU_TU,foa_ch08_ast8_planet_mean_motion_AU_TU,source_scilab/ch8_solar_system/ast_ch8_solar_system.sci,orbit_two_body,medium_risk_requires_contract_review,mission design / patched-c"
BIOREGENERATIVE,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/lib.rs,72,pub const SOURCE_ID_LIFE_SUPPORT_BIOREGENERATIVE_MASS_BALANCE: &str =
BLAS/LAPACK,4,4,needs_registry_or_waiver,false,false,false,README.md,19,"The core repository is intentionally pure Rust. It does not include C/C++/Fortran source, BLAS/LAPACK native linkage, CEA/REFPROP/CoolProp/Cantera wrappers, Python/Matlab/Julia runtime dependencies, `bindgen`, `cc`, `cmake`, `pkg-config`, `"
C/C,4,4,compound_registered_or_known,false,false,false,README.md,19,"The core repository is intentionally pure Rust. It does not include C/C++/Fortran source, BLAS/LAPACK native linkage, CEA/REFPROP/CoolProp/Cantera wrappers, Python/Matlab/Julia runtime dependencies, `bindgen`, `cc`, `cmake`, `pkg-config`, `"
C1/C2,4,2,compound_registered_or_known,false,false,false,docs/roadmap/stage5_deployment_queue.md,12,| 4 | Session C split review and subchunk planning | completed_review | needs_review | Original Session C handoff; review workspace candidate split evidence. | Original handoff still needs bounded deployment slices; C2 normalization not app
CARBONATE,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,344,const ID: &str = ids::CARBONATE_SPECIES;
CASE,4,2,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,291,| Constants | `SCREAMING_SNAKE_CASE` |
CFD,4,4,needs_registry_or_waiver,false,false,false,crates/aero-codex-heat-transfer/src/lib.rs,12,"//! radiative-convective coupling, or CFD/thermal-solver workflows. Traceability"
CO3,4,2,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-life-support/examples/thinfilm_demo.rs,27,"""carbonate species: CO2={:.4}, HCO3={:.4}, CO3={:.4}"","
COLLINEAR,4,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,69,"pub const CODEX_ID_M00_IS_COLLINEAR: &str = ""formula_vault.m00.vector.is_collinear"";"
COLUMN,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-structures/src/lib.rs,30,pub const CODEX_ID_EULER_COLUMN_BUCKLING_LOAD: &str =
COPLANAR,4,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,71,"pub const CODEX_ID_M00_IS_COPLANAR: &str = ""formula_vault.m00.vector.is_coplanar"";"
DIFFUSION,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,94,const ID: &str = ids::SPHERICAL_DIFFUSION_RATE;
E003,4,2,chemical_formula_or_unit_symbol,false,false,false,nomenclature/docs/math_symbol_protocol.md,144,- symbol_id: acx:math:graph:E003:node_count:v1
END,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-structures/src/lib.rs,25,pub const CODEX_ID_CANTILEVER_TIP_DEFLECTION_END_LOAD: &str =
FNA,4,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,291,"\frac{C_{\ce{NO2}}}{K_{\ce{NO2}}+C_{\ce{NO2}}+C_{\ce{NO2}}^2/K_{I,FNA,\rm Ntb}}"
FORBIDDEN,4,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,168,const FORBIDDEN_DEPENDENCY_TOKENS: &[&str] = &[
GARCIA,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,16,"pub const SOURCE_GARCIA_2021: &str = ""source.life_support.garcia_2021.equation_traceable"";"
GLENN,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-constants/src/lib.rs,26,"pub const SOURCE_ID_NASA_GLENN_CEA: &str = ""source.thermo.nasa_glenn_cea.research_required"";"
GOOD,4,1,needs_registry_or_waiver,false,false,false,nomenclature/examples/rust/good_bad_examples.rs,11,// GOOD: semantic Rust identifiers that bridge to the equation symbol table.
HCO3-,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,332,"/// Splits total inorganic carbon into CO2, HCO3-, and CO3-- by pH."
I/,4,3,needs_registry_or_waiver,false,false,false,crates/aero-codex-structures/src/lib.rs,200,"/// Euler elastic column critical buckling load, `P_cr = pi^2*E*I/(K*L)^2`, in newtons."
I0,4,2,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,71,"""I0 Bessel series overflow"","
ICD,4,3,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,722,The PDR package shall include the ICD baseline.
ITERATIONS,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,304,const PRANDTL_MEYER_INVERSE_MAX_ITERATIONS: usize = 128;
KI,4,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,496,"KI_FA_Nts=0.116, KI_FNA_Ntb=1.56e-4,"
LICENSE,4,3,needs_registry_or_waiver,false,false,false,archive/prompts/Pasted markdown.md,124,LICENSE
LIST,4,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,24,const REQUIRED_CARD_LIST_FIELDS: &[&str] =
MARKERS,4,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,150,const REQUIRED_SCHEMA_MARKERS: &[&str] = &[
N123AB,4,2,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,826,source_value: N123AB
NED,4,3,needs_registry_or_waiver,false,false,false,nomenclature/README.md,140,N in NED frame           -> north component
NITRIFIER,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,304,const ID: &str = ids::NITRIFIER_RATES;
NO2-,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,57,/// `NH4+ + 1.5 O2 -> NO2- + 2H+ + H2O` and
NOB,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,69,pub const NITRIFICATION_NOB_STOICHIOMETRY: &str =
NOTICE,4,4,needs_registry_or_waiver,false,false,false,archive/prompts/Pasted markdown.md,127,NOTICE
ONLY,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,142,const REPORT_ONLY: &[&str] = &[SOURCE_THINFILM_REPORT_2026];
PDF,4,4,needs_registry_or_waiver,false,false,false,archive/prompts/Pasted markdown.md,115,LaTeX/PDF planning documents
PLOS,4,4,needs_registry_or_waiver,false,false,false,citations/blss_thinfilm_refs.bib,43,"journaltitle = {PLOS Computational Biology},"
PRIMITIVES,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-heat-transfer/src/lib.rs,37,pub const SOURCE_ID_HEAT_TRANSFER_BASIC_PRIMITIVES: &str =
RATES,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,304,const ID: &str = ids::NITRIFIER_RATES;
ROUNDING,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,260,const NORMAL_SHOCK_TOTAL_PRESSURE_ROUNDING_ALLOWANCE: f64 = 1.0e-12;
SCALAR,4,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,62,"pub const CODEX_ID_M00_SCALAR_TRIPLE: &str = ""formula_vault.m00.vector.scalar_triple"";"
SCREAMING,4,2,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,291,| Constants | `SCREAMING_SNAKE_CASE` |
SEQ-038,4,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,387,"PORT_STATUS_RELEASE_GATE.csv:row_0404,ch5::los_from_ra_dec,foa_ch05_ast_los_from_ra_dec,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/na"
SEQ-133,4,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,410,"PORT_STATUS_RELEASE_GATE.csv:row_1025,j2_call_rates_function,j2_call_rates_function,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curti"
SEQ-186,4,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,594,"PORT_STATUS_RELEASE_GATE.csv:row_1350,sgp4_compare_expected_csv,sgp4_compare_expected_csv,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/validation_export_utils.sci,sgp4_teme_sen"
SNAKE,4,2,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,291,| Constants | `SCREAMING_SNAKE_CASE` |
SPHERICAL,4,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,94,const ID: &str = ids::SPHERICAL_DIFFUSION_RATE;
T-D,4,3,compound_registered_or_known,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,28,"/// Codex identifier for specific excess power, `P_s = (T-D)*V/W`."
T0/T,4,3,compound_registered_or_known,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,20,"/// Codex ID for the isentropic total-to-static temperature ratio, `T0/T`."
T005,4,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,76,### AC-P0.001-T005 — Thermodynamics and propulsion source review
T022,4,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,229,### AC-P0.001-T022 — Thin-film BLSS solver and scenario layer
TANGENT,4,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,73,"pub const CODEX_ID_M00_TANGENT_FROM_DR_DS: &str = ""formula_vault.m00.vector.tangent_from_dr_ds"";"
