m07_row_id_or_alias,rust_function_alias,scilab_function_alias_if_known,source_file_locator,formula_family,risk_tier,likely_domain,unit/frame/time_dependency,numerical_sensitivity,singularity_or_branch_risk,external_data_required,recommended_chunk_group,implementation_readiness,block_reason,required_validation_evidence,notes
PORT_STATUS_RELEASE_GATE.csv:row_0901,cr3bp_accel_3d,cr3bp_accel_3d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_accel_3d.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-086,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0902,cr3bp_distances,cr3bp_distances,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_distances.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-093,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0903,cr3bp_inertial_accel_components,cr3bp_inertial_accel_components,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_inertial_accel_components.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-095,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0904,cr3bp_initial_state_from_primary1,cr3bp_initial_state_from_primary1,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_initial_state_from_primary1.sci,coordinate_transform_sensitive,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-096,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0905,cr3bp_propagate_2d,cr3bp_propagate_2d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_propagate_2d.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-103,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0906,cr3bp_propagate_3d,cr3bp_propagate_3d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_propagate_3d.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-104,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0907,cr3bp_rates_2d,cr3bp_rates_2d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_rates_2d.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-105,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0908,cr3bp_rates_3d,cr3bp_rates_3d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_rates_3d.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-106,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0909,cr3bp_rkf45_step_2d,cr3bp_rkf45_step_2d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_rkf45_step_2d.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-107,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0910,cr3bp_rkf45_step_3d,cr3bp_rkf45_step_3d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_rkf45_step_3d.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-108,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0911,cr3bp_rotating_to_inertial_state,cr3bp_rotating_to_inertial_state,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/cr3bp/cr3bp_rotating_to_inertial_state.sci,coordinate_transform_sensitive,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-109,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0912,cr3bp_c_for_zero_velocity_at_point,cr3bp_C_for_zero_velocity_at_point,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_C_for_zero_velocity_at_point.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-084,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0913,cr3bp_allowed_region,cr3bp_allowed_region,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_allowed_region.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-087,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0914,cr3bp_burnout_speed_from_c,cr3bp_burnout_speed_from_C,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_burnout_speed_from_C.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-089,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0915,cr3bp_jacobi_c,cr3bp_jacobi_C,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_jacobi_C.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-097,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0916,cr3bp_jacobi_standard,cr3bp_jacobi_standard,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_jacobi_standard.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-098,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0917,cr3bp_lagrange_c_values,cr3bp_lagrange_C_values,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_lagrange_C_values.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-100,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0918,cr3bp_v2_from_jacobi,cr3bp_v2_from_jacobi,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_v2_from_jacobi.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-111,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0919,cr3bp_zero_velocity_grid,cr3bp_zero_velocity_grid,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_zero_velocity_grid.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-112,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0920,cr3bp_zero_velocity_value,cr3bp_zero_velocity_value,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/jacobi/cr3bp_zero_velocity_value.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-113,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0921,cr3bp_bisect_collinear,cr3bp_bisect_collinear,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/lagrange/cr3bp_bisect_collinear.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-088,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0922,cr3bp_collinear_bracket,cr3bp_collinear_bracket,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/lagrange/cr3bp_collinear_bracket.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-090,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0923,cr3bp_collinear_f,cr3bp_collinear_f,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/lagrange/cr3bp_collinear_f.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-091,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0924,cr3bp_collinear_roots,cr3bp_collinear_roots,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/lagrange/cr3bp_collinear_roots.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-092,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0925,cr3bp_l4_l5_stability,cr3bp_l4_l5_stability,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/lagrange/cr3bp_l4_l5_stability.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-099,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0926,cr3bp_lagrange_points,cr3bp_lagrange_points,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/lagrange/cr3bp_lagrange_points.sci,iterative_solver,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-101,CR3BP row placed in blocked policy because no dedicated prompt family exists.
PORT_STATUS_RELEASE_GATE.csv:row_0927,cr3bp_collinear_bracket,bisect_scalar,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/math/bisect_scalar.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-080,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0928,cr3bp_rkf45_step_2d,rkf45_param,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/math/rkf45_param.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-166,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0929,cr3bp_rkf45_step_2d,rkf45_step_param,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/math/rkf45_step_param.sci,iterative_solver,blocked_until_solver_policy,circular restricted three-body problem,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-167,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0930,cr3bp_earth_moon_params,cr3bp_earth_moon_params,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/scilab/systems/cr3bp_earth_moon_params.sci,blocked_until_policy,high_risk_requires_numerical_policy,circular restricted three-body problem,"CR3BP normalization, rotating-frame convention, mass parameter, and numerical policy required","high; collinear roots, zero-velocity surfaces, and propagation are sensitive","Lagrange-point roots, Jacobi boundary, rotating/inertial branch conventions unresolved",possible_reference_fixture_required,10E_CR3BP_family_policy_and_oracle_before_promotion,blocked_until_dedicated_CR3BP_policy,blocked_until_CR3BP_family_taxonomy_contract_and_numerical_policy,dedicated CR3BP family card; mass-parameter convention; root/propgation fixture hashes; source equivalence; scilab_equivalence_job_alias=SEQ-094,CR3BP row placed in blocked policy because no dedicated prompt family exists.
